AvgDialog_131225_Content_4,bQzM,avg星辰章5_AvgDialog_C_M.csv,968,AvgDialog,Content,,而此时，一栋金碧辉煌的别墅突兀地出现在两栋棚户房之间，像是被摆放在垃圾堆中的珠宝盒。,"그런데 지금, 마치 쓰레기 더미 속에 놓인 보석함처럼, 화려한 저택 한 채가 두 채의 판잣집 사이에 뜬금없이 나타났다."
AvgDialog_131225_Content_7,bQzY,avg星辰章5_AvgDialog_C_M.csv,971,AvgDialog,Content,,你警惕地走上前去，本来想敲门，但当你手刚放在门上，门便悄无声息地打开。,"당신은 경계하며 다가가, 문을 두드리려 했지만, 손을 문에 대자마자 문이 소리 없이 열렸다."
AvgDialog_131225_Content_8,bQzZ,avg星辰章5_AvgDialog_C_M.csv,972,AvgDialog,Content,阿拉克涅NF,看来，我们贴心的主人专门为我们留了门。,"아무래도, 집 주인이 친절하게도 일부러 문을 열어두신 모양이네요."
AvgDialog_131225_Content_10,bQzg,avg星辰章5_AvgDialog_C_M.csv,974,AvgDialog,Content,,与你凭借经验构想出的空旷截然不同，这栋别墅的内部显得异常拥挤，涅芙蕾亚似乎铁了心要在她的剧本里乱写一气。,"경험을 바탕으로 상상했던 텅 빈 공간과는 달리, 저택의 내부는 유난히 비좁았다. 네프레아가 의도적으로 자신의 각본을 어지럽게 휘갈긴 것만 같았다."
AvgDialog_131225_Content_12,bQzi,avg星辰章5_AvgDialog_C_M.csv,976,AvgDialog,Content,,银镜、蛛卵、异虫爬行的舞鞋……各式各样的物体浸泡在不明液体里，像是一张张无声呐喊着的嘴。,"은 거울, 거미 알, 기이한 벌레가 기어 다니는 무용화... 온갖 물건들이 소리 없는 절규를 내지르는 입들처럼 정체불명의 액체에 담겨 있었다."
AvgDialog_131225_Content_13,bQzj,avg星辰章5_AvgDialog_C_M.csv,977,AvgDialog,Content,,你来到那些形形色色的罐子面前，轻声念起标签上的文字。,"당신은 형형색색의 단지들 앞으로 다가가, 꼬리표에 적힌 글씨를 나지막이 읽었다."
AvgDialog_131225_Content_14,bQzk,avg星辰章5_AvgDialog_C_M.csv,978,AvgDialog,Content,玩家,两岁，说出了人生中的第一句话。没有呼唤自己的家人，而是与照顾自己家族数代的老管家告别。,"두 살, 인생의 첫마디를 내뱉었다. 가족을 부르지 않고, 가문을 여러 대에 걸쳐 돌봐온 늙은 집사에게 작별 인사를 했다."
AvgDialog_131225_Content_23,bQzu,avg星辰章5_AvgDialog_C_M.csv,987,AvgDialog,Content,,罐子标签上的文字一张张映入你眼中。每当你触碰它们，一段模糊的记忆便在你脑中若隐若现。你回过头，疑惑地望向阿拉克涅。,"단지 꼬리표의 글씨가 하나하나 눈에 들어왔다. 그것들을 만질 때마다, 흐릿한 기억이 머릿속에 어렴풋이 떠올랐다. 당신은 고개를 돌려, 의아하게 아라크네를 바라보았다."
AvgDialog_131225_Content_24,bQzv,avg星辰章5_AvgDialog_C_M.csv,988,AvgDialog,Content,玩家,这些……都是你的记忆？,이것들... 전부 당신 기억인가요?
AvgDialog_131225_Content_25,bQzw,avg星辰章5_AvgDialog_C_M.csv,989,AvgDialog,Content,阿拉克涅NF,是我曾经的记忆。在很早之前，它们便属于那位叫做「回忆」的秘偶。,"저의 옛 기억들이죠. 아주 오래전, 그것들은 「추억」이라는 이름의 비경 인형에게 주어졌습니다."
AvgDialog_131225_Content_26,bQzx,avg星辰章5_AvgDialog_C_M.csv,990,AvgDialog,Content,玩家,这都是些珍贵的回忆……为什么要把它们放在一个秘偶身上？,이렇게 소중한 기억들을... 왜 비경 인형에게 맡긴 거죠?
AvgDialog_131225_Content_27,bQzy,avg星辰章5_AvgDialog_C_M.csv,991,AvgDialog,Content,阿拉克涅NF,每个人的生命中，都需要做出一些选择。每一个选择，都有代价。,모든 사람은 살면서 선택을 해야만 하죠. 그리고 모든 선택에는 대가가 따르기 마련이구요.
AvgDialog_131225_Content_28,bQzz,avg星辰章5_AvgDialog_C_M.csv,992,AvgDialog,Content,阿拉克涅NF,"为了抵达那个终点，我们总是需要舍弃一些东西的。我想，您应该非常理解这一点，守密人{Male=先生,Female=小姐}。","그 끝에 도달하기 위해, 우리는 늘 무언가를 버려야만 해요. 이 점은, 당신도 잘 이해하고 있을 겁니다, 수호자님."
AvgDialog_131225_Content_29,bQzA,avg星辰章5_AvgDialog_C_M.csv,993,AvgDialog,Content,,阿拉克涅没有直接回答你的问题，她望着那些柜子，从那些盛满液体的罐子上轻轻抚过。,"아라크네는 당신의 질문에 직접 답하지 않았다. 그녀는 그 선반들을 바라보며, 액체로 가득 찬 단지들을 부드럽게 쓰다듬었다."
AvgDialog_131225_Content_31,bQzD,avg星辰章5_AvgDialog_C_M.csv,995,AvgDialog,Content,阿拉克涅NF,将这些记忆从秘偶的身上取出，以这样的形式显化。这是你为我准备的景观吧，涅芙蕾亚。,"이 기억들을 비경 인형에게서 꺼내, 이런 형태로 드러내다니. 날 위해 준비한 풍경이구나, 네프레아."
AvgDialog_131225_Content_34,bQzG,avg星辰章5_AvgDialog_C_M.csv,998,AvgDialog,Content,,凄厉的惨叫声在房间中回荡，盛放回忆的罐子们轻轻震荡，像是一群无声欢笑着的观众。,"날카로운 비명이 방 안에 울려 퍼졌고, 소리 없이 웃는 관객들처럼 추억을 담은 단지들이 가볍게 흔들렸다."
AvgDialog_131225_Content_37,bQzJ,avg星辰章5_AvgDialog_C_M.csv,1001,AvgDialog,Content,,你快步跑过走廊，撞开了房门……,"당신은 바로 복도로 달려가, 문을 부수고 들어갔고..."
AvgDialog_131225_Content_38,bQzK,avg星辰章5_AvgDialog_C_M.csv,1002,AvgDialog,Content,,你置身于一场暴雨。,당신은 폭우 속에 서 있었다.
AvgDialog_131225_Content_41,bQzO,avg星辰章5_AvgDialog_C_M.csv,1005,AvgDialog,Content,,阴暗暴雨的中心，那些发疯般攀爬、啃食的蜘蛛汇集成一个勉强能辨认出的人形。在蜘蛛的潮水尚未覆盖之处，露出一张你曾见过的苍老人脸。,"어두운 폭우의 중심, 미친 듯이 기어오르고, 갉아먹는 거미들이 간신히 사람의 형상을 이루었다. 거미의 파도가 아직 덮지 않은 곳에, 본 적 있는 늙고 창백한 얼굴이 드러났다."
AvgDialog_131225_Content_43,bQzQ,avg星辰章5_AvgDialog_C_M.csv,1007,AvgDialog,Content,「善良」,快……逃！……,어서... 도망치세요!...
