Tutorial_17806_Desc_1,bnfS,j教程_Tutorial_A_M.csv,8,Tutorial,Desc,,战胜敌人后可以选择<TutorialHighlight:刻印>，也可以在<TutorialHighlight:融痕>中花费<TutorialHighlight:黑印>进行购买。<TutorialHighlight:刻印>可以让指定卡获得不同的额外效果。每张指定卡最多只能刻印 <TutorialHighlight:1> 次。优先为更经常打出的指令卡进行刻印，可以提升刻印带来的收益。,敵を倒した後<TutorialHighlight:刻印>を選択できます。\nまた、<TutorialHighlight:交換所>で<TutorialHighlight:黒章>を使って購入することもできます。<TutorialHighlight:刻印>は、指令カードに追加効果を付与でき、各カードは最大<TutorialHighlight:1>回のみ刻印可能です。
Tutorial_17806_Title_1,bnfT,j教程_Tutorial_A_M.csv,8,Tutorial,Title,,刻印,刻印
Tutorial_17809_Desc_1,bngc,j教程_Tutorial_A_M.csv,9,Tutorial,Desc,,通过事件、融痕可以获得<TutorialHighlight:造物>，<TutorialHighlight:造物>可以强化我方队伍的作战能力。优秀守密人往往可以根据队伍的需要，选择更契合的<TutorialHighlight:造物>。,事件や交換所を通じて<TutorialHighlight:遺物>を獲得できます。\n<TutorialHighlight:遺物>は、チームの戦闘力を強化できます。\nチームの編成に基づいて、より適した<TutorialHighlight:遺物>を選択しましょう。
Tutorial_17809_Title_1,bngd,j教程_Tutorial_A_M.csv,9,Tutorial,Title,,造物,遺物
Tutorial_17825_Desc_1,bngK,j教程_Tutorial_A_M.csv,10,Tutorial,Desc,,首次完成调查行动后可以获得<TutorialHighlight:共鸣激活材料>，它们可用于激活强大的<TutorialHighlight:共鸣>，共鸣会在这一章的所有关卡中生效。,初めて調査を完了すると、<TutorialHighlight:共鳴>を発動するための<TutorialHighlight:共鳴起動素材>を獲得できます。\n共鳴は各章の全ステージで効果が適用されます。
Tutorial_17825_Title_1,bngL,j教程_Tutorial_A_M.csv,10,Tutorial,Title,,共鸣,共鳴
Tutorial_17842_Desc_1,bnhu,j教程_Tutorial_A_M.csv,11,Tutorial,Desc,,战胜敌人、调查事件可以获得<TutorialHighlight:黑印>，唤醒体的<TutorialHighlight:黑印掉落>属性可以提升获得的黑印数量。,敵を倒したり、事件を調査すると<TutorialHighlight:黒章>を入手できます。\n覚醒体の<TutorialHighlight:黒章ドロップ率>の能力を上げることで、黒章の獲得数が増加します。
Tutorial_17842_Title_1,bnhw,j教程_Tutorial_A_M.csv,11,Tutorial,Title,,黑印,黒章
Tutorial_17842_Desc_2,bnhv,j教程_Tutorial_A_M.csv,12,Tutorial,Desc,,在融痕中可以消耗<TutorialHighlight:黑印>购买刻印和造物，也可以用来觉醒唤醒体。在最终战前，请尽可能地花光所有的黑印强化我方队伍。,交換所で、<TutorialHighlight:黒章>を消費して刻印や遺物を購入したり、覚醒体を覚醒させることもできます。最終戦の前には、可能な限りすべての黒章を使い切って味方チームを強化しましょう。
Tutorial_17838_Desc_1,bnhm,j教程_Tutorial_A_M.csv,13,Tutorial,Desc,,在联络点中，你可以选择恢复我方队伍已损失生命的50%，或指定觉醒 1 名唤醒体。当我方队伍生命较低时，推荐选择回复生命，否则推荐选择觉醒唤醒体。,休憩所では、味方が失ったライフの50%を回復するか、覚醒体を1体指定して覚醒させることができます。\n味方チームのライフが少ない場合は、ライフの回復を優先し、そうでなければ、覚醒体の覚醒を行いましょう。
Tutorial_17838_Title_1,bnhn,j教程_Tutorial_A_M.csv,13,Tutorial,Title,,联络处,休憩所
Tutorial_17834_Desc_1,bnhc,j教程_Tutorial_A_M.csv,14,Tutorial,Desc,,仔细搜寻地图上微微发光的地点，前往调查说不定会有意外收获。,地図上で微かに光る場所を調べると、意外な発見があるかもしれません。
Tutorial_17834_Title_1,bnhd,j教程_Tutorial_A_M.csv,14,Tutorial,Title,,析出点,析出点
Tutorial_20769_Desc_1,bnhW,j教程_Tutorial_A_M.csv,15,Tutorial,Desc,,<TutorialHighlight:锈蚀门扉>会阻挡重要的调查路线，尝试在地图中搜寻一种称为<TutorialHighlight:锈蚀钥匙>的物件，它可以用于开启<TutorialHighlight:锈蚀门扉>。,<TutorialHighlight:錆びた扉>は重要な調査ルートを遮ります。\nマップ上で<TutorialHighlight:錆びた鍵>を探して入手すると、<TutorialHighlight:錆びた扉>を開くことができます。
Tutorial_20769_Title_1,bnhX,j教程_Tutorial_A_M.csv,15,Tutorial,Title,,锈蚀门扉,錆びた扉
Tutorial_20770_Desc_1,bnhY,j教程_Tutorial_A_M.csv,16,Tutorial,Desc,,<TutorialHighlight:锈蚀钥匙>可以开启阻挡你前进的<TutorialHighlight:锈蚀门扉>。,<TutorialHighlight:錆びた鍵>で、調査ルートを遮る<TutorialHighlight:錆びた扉>を開くことができます。
Tutorial_20770_Title_1,bnhZ,j教程_Tutorial_A_M.csv,16,Tutorial,Title,,锈蚀钥匙,錆びた鍵
Tutorial_17840_Desc_1,bnhq,j教程_Tutorial_A_M.csv,17,Tutorial,Desc,,强行通过<TutorialHighlight:幻象>将会感染「症状」。,<TutorialHighlight:「幻影」>を通ると、「症状」に感染します。
Tutorial_17840_Title_1,bnhr,j教程_Tutorial_A_M.csv,17,Tutorial,Title,,幻象,幻影
Tutorial_17839_Desc_1,bnho,j教程_Tutorial_A_M.csv,18,Tutorial,Desc,,用于消耗黑印强化我方队伍的场所，一般会提供1栏刻印，1栏白银造物，1栏黄金造物。如果这里没有需要的物品，可以点击右上角的<TutorialHighlight:刷新>，融痕会提供新的物品。,交換所は、黒章を消費してチームを強化する場所です。基本的に、刻印、低級造物、高級造物が並びます。\n欲しいアイテムがない場合、右上の<TutorialHighlight:更新>を選択すると、新しいラインナップに変更されます。
Tutorial_17839_Title_1,bnhp,j教程_Tutorial_A_M.csv,18,Tutorial,Title,,融痕,交換所
Tutorial_17810_Desc_1,bnge,j教程_Tutorial_A_M.csv,19,Tutorial,Desc,,驱散迷雾，地图视野提升 <TutorialHighlight:2> 格，可以利用它做出更好的路线规划。,霧を晴らし、マップの視野を<TutorialHighlight:2>マス先まで広げます。うまく利用してより良いルートを選択しましょう。
Tutorial_17810_Title_1,bngf,j教程_Tutorial_A_M.csv,19,Tutorial,Title,,探照灯,サーチライト
Tutorial_17808_Desc_1,bnfW,j教程_Tutorial_A_M.csv,20,Tutorial,Desc,,<TutorialHighlight:幻梦深潜>会每日更新关卡地图、敌人和初始造物，让守密人每天都能获得全新的挑战体验。每周会有不同的时灵摆造物，周一到周四会有初始白银造物，周五会有初始诅咒造物，周六周日会有初始黄金造物。,<TutorialHighlight:幻夢の深潜>はマップ、敵、初期遺物が毎日更新され、新たな挑戦に臨むことができます。毎週異なる「時の振り子」の遺物が登場し、月曜日から木曜日は低級遺物、金曜日は呪われた遺物、土曜日と日曜日は高級遺物になります。
Tutorial_17808_Title_1,bnfZ,j教程_Tutorial_A_M.csv,20,Tutorial,Title,,幻梦深潜,幻夢の深潜
Tutorial_17808_Desc_2,bnfX,j教程_Tutorial_A_M.csv,21,Tutorial,Desc,,完成挑战时，会根据挑战表现获得相应的评分，不同的难度还有不同的评分系数。每日会记录最高的调查评分用作当日排行，排行越前头衔越高，头衔将决定每日的结算奖励。选择参与人数较少的排行，将更容易获得更高的头衔。除了每日结算奖励外，还有每周试炼任务提供奖励。,挑戦終了時、攻略内容に応じたスコアを獲得し、難易度に応じて評価係数が異なります。\nその日の最高の調査評価が記録され、ランキングを決定します。ランキングが高いほど称号が高くなり、称号によって日ごとの報酬が決まります。参加者数が少ないランキングを選択すると、より高い称号を得やすくなります。\n日ごとの報酬に加え、今週の試練任務の報酬も獲得できます。
Tutorial_17808_Desc_3,bnfY,j教程_Tutorial_A_M.csv,22,Tutorial,Desc,,守密人可以使用<TutorialHighlight:代理凭证>，直接领取幻梦深潜的日常训练奖励。<TutorialHighlight:代理凭证>可通过每周试炼获取，最多可储存 3 张。,守秘者は<TutorialHighlight:代理証明>を使用して、幻夢の深潜の日常訓練報酬を直接受け取ることができます。\n<TutorialHighlight:代理証明>は今週の試練で獲得でき、最大3枚まで保存できます。
Tutorial_17831_Desc_1,bngW,j教程_Tutorial_A_M.csv,23,Tutorial,Desc,,战胜<TutorialHighlight:禁忌纂录>中的敌人，可以获得提升唤醒体能力的<TutorialHighlight:密契>，每通关一章主线会解锁新的关卡。密契还可以通关商店进行兑换获取。,<TutorialHighlight:禁忌纂録>の敵を倒すと、覚醒体の能力を向上させる<TutorialHighlight:密契>を獲得できます。\n各章のメインストーリーをクリアすると新しいステージが解放されます。\n密契は、商店での交換も可能です。
Tutorial_17831_Title_1,bngX,j教程_Tutorial_A_M.csv,23,Tutorial,Title,,禁忌纂录,禁忌纂録
Tutorial_17817_Desc_1,bngs,j教程_Tutorial_A_M.csv,24,Tutorial,Desc,,战胜<TutorialHighlight:超验存在>中的敌人，可以获得高阶的<TutorialHighlight:技能升级素材>，每周可以获取1次奖励。各种材料还可以在<TutorialHighlight:冶炼室>进行合成和置换。,<TutorialHighlight:超越存在>の敵を倒すと、上級の<TutorialHighlight:スキル強化素材>を獲得できます。\n1週間に1回まで、報酬を獲得できます。\n各種素材は、<TutorialHighlight:精錬室>で合成や変換が可能です。
Tutorial_17817_Title_1,bngt,j教程_Tutorial_A_M.csv,24,Tutorial,Title,,超验存在,超越存在
Tutorial_17827_Desc_1,bngO,j教程_Tutorial_A_M.csv,25,Tutorial,Desc,,消耗<TutorialHighlight:灵知制剂>可以提升唤醒体等级，唤醒体升级后属性将会提升。达到等级上限之后需要先进行升格，升格后会提高唤醒体等级上限。,<TutorialHighlight:霊知の薬剤>で覚醒体のレベルを上げると、覚醒体の能力が向上します。\nレベル上限に達した場合、昇格を行う必ことで、覚醒体のレベル上限を引き上げることができます。
Tutorial_17827_Title_1,bngP,j教程_Tutorial_A_M.csv,25,Tutorial,Title,,灵知制剂,霊知の薬剤
Tutorial_17821_Desc_1,bngA,j教程_Tutorial_A_M.csv,26,Tutorial,Desc,,为唤醒体装备<TutorialHighlight:命轮>，可以提升唤醒体的属性，还可以获得特殊能力。,覚醒体に<TutorialHighlight:命輪>を装備すると、ステータスが強化され、特殊能力を獲得できます。
Tutorial_17821_Title_1,bngB,j教程_Tutorial_A_M.csv,26,Tutorial,Title,,命轮,命輪
